scenario,time_step,fusion_mode,fused_x,fused_y,fused_confidence,num_sources,source_track_ids
baseline,34,no_fusion,23.8334,15.5901,0.503,1,r1_t2
baseline,34,no_fusion,24.9508,24.2481,0.603,1,r1_t3
baseline,34,no_fusion,14.9137,14.7067,0.642,1,r2_t1
baseline,34,no_fusion,14.8004,24.142,0.503,1,r2_t2
baseline,34,no_fusion,24.6026,24.4557,0.641,1,r2_t3
baseline,34,no_fusion,14.7646,14.4987,0.434,1,r3_t1
baseline,34,no_fusion,15.063,24.2604,0.603,1,r3_t2
baseline,34,no_fusion,23.8567,15.3223,0.641,1,r3_t3
baseline,35,no_fusion,15.3564,24.511,0.606,1,r0_t1
baseline,35,no_fusion,24.07,15.9468,0.643,1,r0_t2
baseline,35,no_fusion,25.0658,24.7403,0.434,1,r0_t3
baseline,35,no_fusion,15.0636,14.8611,0.606,1,r1_t1
baseline,35,no_fusion,24.1158,15.9243,0.505,1,r1_t2
baseline,35,no_fusion,25.2843,24.4914,0.603,1,r1_t3
baseline,35,no_fusion,15.2208,15.0121,0.643,1,r2_t1
baseline,35,no_fusion,15.0647,24.4751,0.505,1,r2_t2
baseline,35,no_fusion,25.0109,24.8328,0.642,1,r2_t3
baseline,35,no_fusion,14.9269,14.8195,0.434,1,r3_t1
baseline,35,no_fusion,15.3354,24.4611,0.603,1,r3_t2
baseline,35,no_fusion,24.095,15.648,0.642,1,r3_t3
baseline,36,no_fusion,15.797,24.7966,0.606,1,r0_t1
baseline,36,no_fusion,24.185,16.1741,0.645,1,r0_t2
baseline,36,no_fusion,25.3071,24.9903,0.434,1,r0_t3
baseline,36,no_fusion,15.4523,15.1309,0.606,1,r1_t1
baseline,36,no_fusion,24.2806,16.3133,0.507,1,r1_t2
baseline,36,no_fusion,25.534,24.7856,0.604,1,r1_t3
baseline,36,no_fusion,15.4406,15.1472,0.645,1,r2_t1
baseline,36,no_fusion,15.4454,24.7215,0.507,1,r2_t2
baseline,36,no_fusion,25.298,24.9902,0.643,1,r2_t3
baseline,36,no_fusion,15.1684,15.2187,0.434,1,r3_t1
baseline,36,no_fusion,15.6555,24.6236,0.604,1,r3_t2
baseline,36,no_fusion,24.4059,15.9779,0.643,1,r3_t3
baseline,37,no_fusion,16.0642,25.1492,0.606,1,r0_t1
baseline,37,no_fusion,24.4415,16.5406,0.646,1,r0_t2
baseline,37,no_fusion,25.6673,25.2637,0.434,1,r0_t3
baseline,37,no_fusion,15.6935,15.4394,0.606,1,r1_t1
baseline,37,no_fusion,24.5392,16.5762,0.509,1,r1_t2
baseline,37,no_fusion,25.8654,25.1289,0.604,1,r1_t3
baseline,37,no_fusion,15.7238,15.5304,0.646,1,r2_t1
baseline,37,no_fusion,15.6591,25.1593,0.509,1,r2_t2
baseline,37,no_fusion,25.5548,25.3325,0.644,1,r2_t3
baseline,37,no_fusion,15.2401,15.5202,0.434,1,r3_t1
baseline,37,no_fusion,15.9966,24.9343,0.604,1,r3_t2
baseline,37,no_fusion,24.6673,16.3116,0.644,1,r3_t3
baseline,38,no_fusion,16.1469,25.4238,0.606,1,r0_t1
baseline,38,no_fusion,24.6417,16.685,0.647,1,r0_t2
baseline,38,no_fusion,26.0649,25.4966,0.434,1,r0_t3
baseline,38,no_fusion,15.8875,15.6445,0.606,1,r1_t1
baseline,38,no_fusion,24.5806,16.7795,0.511,1,r1_t2
baseline,38,no_fusion,26.1639,25.3018,0.604,1,r1_t3
baseline,38,no_fusion,16.0216,15.7097,0.647,1,r2_t1
baseline,38,no_fusion,16.0343,25.306,0.511,1,r2_t2
baseline,38,no_fusion,25.9441,25.5995,0.645,1,r2_t3
baseline,38,no_fusion,15.6295,15.7869,0.434,1,r3_t1
baseline,38,no_fusion,16.2206,25.161,0.604,1,r3_t2
baseline,38,no_fusion,24.8596,16.611,0.645,1,r3_t3
baseline,39,no_fusion,16.4913,25.5903,0.606,1,r0_t1
baseline,39,no_fusion,24.9966,17.0763,0.648,1,r0_t2
baseline,39,no_fusion,26.3503,25.8096,0.434,1,r0_t3
baseline,39,no_fusion,16.1091,16.0083,0.606,1,r1_t1
baseline,39,no_fusion,24.8904,17.0875,0.513,1,r1_t2
baseline,39,no_fusion,26.3597,25.5885,0.604,1,r1_t3
baseline,39,no_fusion,16.2664,15.9887,0.648,1,r2_t1
baseline,39,no_fusion,16.4104,25.6997,0.513,1,r2_t2
baseline,39,no_fusion,26.1993,25.8175,0.646,1,r2_t3
baseline,39,no_fusion,15.9106,15.9713,0.434,1,r3_t1
baseline,39,no_fusion,16.3356,25.4548,0.604,1,r3_t2
baseline,39,no_fusion,25.1707,16.9929,0.646,1,r3_t3
baseline,40,no_fusion,16.9194,25.8913,0.606,1,r0_t1
baseline,40,no_fusion,25.3061,17.2958,0.649,1,r0_t2
baseline,40,no_fusion,26.5949,26.0649,0.434,1,r0_t3
baseline,40,no_fusion,16.381,16.1535,0.606,1,r1_t1
baseline,40,no_fusion,25.0443,17.1512,0.515,1,r1_t2
baseline,40,no_fusion,26.7349,25.8436,0.604,1,r1_t3
baseline,40,no_fusion,16.65,16.2706,0.649,1,r2_t1
baseline,40,no_fusion,16.7479,26.0451,0.515,1,r2_t2
baseline,40,no_fusion,26.6246,26.1136,0.647,1,r2_t3
baseline,40,no_fusion,16.1279,16.217,0.434,1,r3_t1
baseline,40,no_fusion,16.5578,25.9636,0.604,1,r3_t2
baseline,40,no_fusion,25.4636,17.2971,0.647,1,r3_t3
baseline,41,no_fusion,17.2093,26.202,0.606,1,r0_t1
baseline,41,no_fusion,25.5811,17.6391,0.65,1,r0_t2
baseline,41,no_fusion,26.8802,26.1861,0.434,1,r0_t3
baseline,41,no_fusion,16.738,16.4008,0.606,1,r1_t1
baseline,41,no_fusion,25.4784,17.5429,0.517,1,r1_t2
baseline,41,no_fusion,26.9946,26.1055,0.604,1,r1_t3
baseline,41,no_fusion,17.0159,16.6432,0.65,1,r2_t1
baseline,41,no_fusion,17.1068,26.3369,0.517,1,r2_t2
baseline,41,no_fusion,26.9176,26.3626,0.648,1,r2_t3
baseline,41,no_fusion,16.4397,16.507,0.434,1,r3_t1
baseline,41,no_fusion,16.9174,26.2311,0.604,1,r3_t2
baseline,41,no_fusion,25.6308,17.7112,0.648,1,r3_t3
baseline,42,no_fusion,17.5362,26.3876,0.607,1,r0_t1
baseline,42,no_fusion,25.8269,17.9388,0.651,1,r0_t2
baseline,42,no_fusion,27.1622,26.3042,0.434,1,r0_t3
baseline,42,no_fusion,16.9736,16.7138,0.607,1,r1_t1
baseline,42,no_fusion,25.9081,17.8866,0.519,1,r1_t2
baseline,42,no_fusion,27.3005,26.3483,0.604,1,r1_t3
baseline,42,no_fusion,17.2486,16.9382,0.651,1,r2_t1
baseline,42,no_fusion,17.4179,26.4644,0.519,1,r2_t2
baseline,42,no_fusion,27.2061,26.5251,0.649,1,r2_t3
baseline,42,no_fusion,16.873,16.7339,0.434,1,r3_t1
baseline,42,no_fusion,17.2268,26.5415,0.604,1,r3_t2
baseline,42,no_fusion,25.9334,17.8883,0.649,1,r3_t3
baseline,43,no_fusion,17.8639,26.6955,0.607,1,r0_t1
baseline,43,no_fusion,26.136,18.1276,0.652,1,r0_t2
baseline,43,no_fusion,27.3215,26.6704,0.434,1,r0_t3
baseline,43,no_fusion,17.219,17.0427,0.607,1,r1_t1
baseline,43,no_fusion,26.2216,18.0912,0.521,1,r1_t2
baseline,43,no_fusion,27.4562,26.5528,0.604,1,r1_t3
baseline,43,no_fusion,17.4812,17.146,0.652,1,r2_t1
baseline,43,no_fusion,17.677,26.7333,0.521,1,r2_t2
baseline,43,no_fusion,27.4605,26.9227,0.65,1,r2_t3
baseline,43,no_fusion,17.2626,17.0703,0.434,1,r3_t1
baseline,43,no_fusion,17.5657,26.8077,0.604,1,r3_t2
baseline,43,no_fusion,26.2196,18.2975,0.65,1,r3_t3
baseline,44,no_fusion,18.2184,27.1604,0.607,1,r0_t1
baseline,44,no_fusion,26.3146,18.5357,0.654,1,r0_t2
baseline,44,no_fusion,27.6674,27.0458,0.434,1,r0_t3
baseline,44,no_fusion,17.4525,17.1638,0.607,1,r1_t1
baseline,44,no_fusion,26.4072,18.4368,0.523,1,r1_t2
baseline,44,no_fusion,27.7619,27.0084,0.604,1,r1_t3
baseline,44,no_fusion,17.7232,17.2599,0.654,1,r2_t1
baseline,44,no_fusion,17.9969,26.8396,0.523,1,r2_t2
baseline,44,no_fusion,27.8744,27.2222,0.651,1,r2_t3
baseline,44,no_fusion,17.511,17.325,0.434,1,r3_t1
baseline,44,no_fusion,17.846,27.1714,0.604,1,r3_t2
baseline,44,no_fusion,26.4497,18.4605,0.651,1,r3_t3
baseline,45,no_fusion,18.4829,27.3825,0.607,1,r0_t1
baseline,45,no_fusion,26.5998,18.66,0.655,1,r0_t2
baseline,45,no_fusion,28.0654,27.1476,0.434,1,r0_t3
baseline,45,no_fusion,17.714,17.3173,0.607,1,r1_t1
baseline,45,no_fusion,26.6207,18.6993,0.525,1,r1_t2
baseline,45,no_fusion,27.9709,27.4414,0.604,1,r1_t3
baseline,45,no_fusion,17.9805,17.5585,0.655,1,r2_t1
baseline,45,no_fusion,18.3778,27.3523,0.525,1,r2_t2
baseline,45,no_fusion,28.263,27.5092,0.652,1,r2_t3
baseline,45,no_fusion,17.6337,17.6291,0.434,1,r3_t1
baseline,45,no_fusion,18.09,27.4643,0.604,1,r3_t2
baseline,45,no_fusion,26.6123,18.8097,0.652,1,r3_t3
baseline,46,no_fusion,18.7388,27.6707,0.607,1,r0_t1
baseline,46,no_fusion,26.8914,18.9892,0.656,1,r0_t2
baseline,46,no_fusion,28.2922,27.619,0.434,1,r0_t3
baseline,46,no_fusion,18.2128,17.569,0.607,1,r1_t1
baseline,46,no_fusion,26.8119,19.1852,0.527,1,r1_t2
baseline,46,no_fusion,28.1696,27.6567,0.605,1,r1_t3
baseline,46,no_fusion,18.3655,17.8903,0.656,1,r2_t1
baseline,46,no_fusion,18.6357,27.6198,0.527,1,r2_t2
baseline,46,no_fusion,28.5084,27.7704,0.653,1,r2_t3
baseline,46,no_fusion,17.9007,17.9324,0.434,1,r3_t1
baseline,46,no_fusion,18.4122,27.6301,0.605,1,r3_t2
baseline,46,no_fusion,26.8167,19.1884,0.653,1,r3_t3
baseline,47,no_fusion,19.0373,27.9387,0.607,1,r0_t1
baseline,47,no_fusion,27.1705,19.3159,0.657,1,r0_t2
baseline,47,no_fusion,28.5423,27.8985,0.434,1,r0_t3
baseline,47,no_fusion,18.5491,17.8961,0.607,1,r1_t1
baseline,47,no_fusion,27.0835,19.6482,0.529,1,r1_t2
baseline,47,no_fusion,28.4465,27.9758,0.605,1,r1_t3
baseline,47,no_fusion,18.5756,18.1106,0.657,1,r2_t1
baseline,47,no_fusion,18.8701,27.9177,0.529,1,r2_t2
baseline,47,no_fusion,28.7133,27.9922,0.654,1,r2_t3
baseline,47,no_fusion,18.2203,18.2991,0.434,1,r3_t1
baseline,47,no_fusion,18.6239,27.9057,0.605,1,r3_t2
baseline,47,no_fusion,27.1121,19.5504,0.654,1,r3_t3
baseline,48,no_fusion,19.3851,28.2667,0.608,1,r0_t1
baseline,48,no_fusion,27.4651,19.624,0.658,1,r0_t2
baseline,48,no_fusion,28.8375,28.0849,0.434,1,r0_t3
baseline,48,no_fusion,18.8821,18.2142,0.608,1,r1_t1
baseline,48,no_fusion,27.2424,19.8767,0.531,1,r1_t2
baseline,48,no_fusion,28.808,28.2897,0.605,1,r1_t3
baseline,48,no_fusion,18.8881,18.4206,0.658,1,r2_t1
baseline,48,no_fusion,19.1329,28.182,0.531,1,r2_t2
baseline,48,no_fusion,28.9005,28.146,0.655,1,r2_t3
baseline,48,no_fusion,18.5397,18.5496,0.434,1,r3_t1
baseline,48,no_fusion,18.8455,28.0959,0.605,1,r3_t2
baseline,48,no_fusion,27.3301,19.7987,0.655,1,r3_t3
baseline,49,no_fusion,19.6526,28.3704,0.608,1,r0_t1
baseline,49,no_fusion,27.8336,19.9048,0.659,1,r0_t2
baseline,49,no_fusion,29.2858,28.4032,0.434,1,r0_t3
baseline,49,no_fusion,19.1006,18.5047,0.608,1,r1_t1
baseline,49,no_fusion,27.6481,20.1068,0.533,1,r1_t2
baseline,49,no_fusion,29.2776,28.5761,0.605,1,r1_t3
baseline,49,no_fusion,19.1092,18.7078,0.659,1,r2_t1
baseline,49,no_fusion,19.4754,28.2672,0.533,1,r2_t2
baseline,49,no_fusion,29.1686,28.5387,0.656,1,r2_t3
baseline,49,no_fusion,19.0942,18.7854,0.434,1,r3_t1
baseline,49,no_fusion,19.0561,28.4771,0.605,1,r3_t2
baseline,49,no_fusion,27.6323,20.2415,0.656,1,r3_t3
baseline,50,no_fusion,19.8769,28.9494,0.608,1,r0_t1
baseline,50,no_fusion,28.0657,20.2061,0.66,1,r0_t2
baseline,50,no_fusion,29.5971,28.675,0.434,1,r0_t3
baseline,50,no_fusion,19.4529,18.6658,0.608,1,r1_t1
baseline,50,no_fusion,27.688,20.324,0.535,1,r1_t2
baseline,50,no_fusion,29.6819,28.8797,0.605,1,r1_t3
baseline,50,no_fusion,19.3102,18.8977,0.66,1,r2_t1
baseline,50,no_fusion,19.8839,28.5865,0.535,1,r2_t2
baseline,50,no_fusion,29.5196,28.7658,0.657,1,r2_t3
baseline,50,no_fusion,19.3799,19.0865,0.434,1,r3_t1
baseline,50,no_fusion,19.2992,28.7508,0.605,1,r3_t2
baseline,50,no_fusion,28.038,20.5125,0.657,1,r3_t3
baseline,51,no_fusion,20.0545,29.266,0.608,1,r0_t1
baseline,51,no_fusion,28.295,20.4784,0.661,1,r0_t2
baseline,51,no_fusion,29.9755,28.9465,0.434,1,r0_t3
baseline,51,no_fusion,19.7859,18.9767,0.608,1,r1_t1
baseline,51,no_fusion,27.9574,20.7715,0.537,1,r1_t2
baseline,51,no_fusion,29.8804,29.1435,0.605,1,r1_t3
baseline,51,no_fusion,19.6267,19.1196,0.661,1,r2_t1
baseline,51,no_fusion,20.1457,28.7921,0.537,1,r2_t2
baseline,51,no_fusion,29.753,28.8907,0.658,1,r2_t3
baseline,51,no_fusion,19.6964,19.3075,0.434,1,r3_t1
baseline,51,no_fusion,19.7757,28.8905,0.605,1,r3_t2
baseline,51,no_fusion,28.3113,20.8075,0.658,1,r3_t3
baseline,52,no_fusion,20.3053,29.471,0.608,1,r0_t1
baseline,52,no_fusion,28.3824,20.8012,0.662,1,r0_t2
baseline,52,no_fusion,30.3839,29.2664,0.434,1,r0_t3
baseline,52,no_fusion,20.0602,19.1909,0.608,1,r1_t1
baseline,52,no_fusion,28.2946,21.0884,0.539,1,r1_t2
baseline,52,no_fusion,30.1322,29.3486,0.605,1,r1_t3
baseline,52,no_fusion,19.9548,19.345,0.662,1,r2_t1
baseline,52,no_fusion,20.5237,29.1642,0.539,1,r2_t2
baseline,52,no_fusion,30.1356,29.2219,0.659,1,r2_t3
baseline,52,no_fusion,19.9121,19.6589,0.434,1,r3_t1
baseline,52,no_fusion,20.1395,29.2491,0.605,1,r3_t2
baseline,52,no_fusion,28.6008,21.0821,0.659,1,r3_t3
baseline,53,no_fusion,20.6262,29.6578,0.608,1,r0_t1
baseline,53,no_fusion,28.6223,21.0779,0.663,1,r0_t2
baseline,53,no_fusion,30.5456,29.6753,0.434,1,r0_t3
baseline,53,no_fusion,20.3893,19.6154,0.608,1,r1_t1
baseline,53,no_fusion,28.4476,21.1716,0.541,1,r1_t2
baseline,53,no_fusion,30.4891,29.6028,0.605,1,r1_t3
baseline,53,no_fusion,20.1913,19.7661,0.663,1,r2_t1
baseline,53,no_fusion,20.8512,29.5007,0.541,1,r2_t2
baseline,53,no_fusion,30.5589,29.5088,0.66,1,r2_t3
baseline,53,no_fusion,20.3194,19.7096,0.434,1,r3_t1
baseline,53,no_fusion,20.4703,29.5079,0.605,1,r3_t2
baseline,53,no_fusion,28.8554,21.353,0.66,1,r3_t3
baseline,54,no_fusion,20.8867,29.9029,0.608,1,r0_t1
baseline,54,no_fusion,28.9066,21.4341,0.664,1,r0_t2
baseline,54,no_fusion,30.582,29.9275,0.434,1,r0_t3
baseline,54,no_fusion,20.5323,19.8817,0.608,1,r1_t1
baseline,54,no_fusion,28.6342,21.4704,0.543,1,r1_t2
baseline,54,no_fusion,30.7232,30.1214,0.605,1,r1_t3
baseline,54,no_fusion,20.4551,20.0452,0.664,1,r2_t1
baseline,54,no_fusion,20.9773,29.7049,0.543,1,r2_t2
baseline,54,no_fusion,30.7516,29.8262,0.661,1,r2_t3
baseline,54,no_fusion,20.5666,19.9635,0.434,1,r3_t1
baseline,54,no_fusion,20.8842,29.8465,0.605,1,r3_t2
baseline,54,no_fusion,29.2073,21.5625,0.661,1,r3_t3
baseline,55,no_fusion,21.4619,30.194,0.609,1,r0_t1
baseline,55,no_fusion,29.129,21.8737,0.665,1,r0_t2
baseline,55,no_fusion,30.8886,30.1432,0.434,1,r0_t3
baseline,55,no_fusion,20.7802,20.1764,0.609,1,r1_t1
baseline,55,no_fusion,28.9177,21.796,0.545,1,r1_t2
baseline,55,no_fusion,30.9009,30.32,0.605,1,r1_t3
baseline,55,no_fusion,20.7896,20.3271,0.665,1,r2_t1
baseline,55,no_fusion,21.131,29.9556,0.545,1,r2_t2
baseline,55,no_fusion,31.0706,30.0227,0.662,1,r2_t3
baseline,55,no_fusion,20.8876,20.1331,0.434,1,r3_t1
baseline,55,no_fusion,21.2442,30.0441,0.605,1,r3_t2
baseline,55,no_fusion,29.342,21.7608,0.662,1,r3_t3
baseline,56,no_fusion,21.601,30.5078,0.609,1,r0_t1
baseline,56,no_fusion,29.3993,22.1561,0.666,1,r0_t2
baseline,56,no_fusion,31.1182,30.485,0.434,1,r0_t3
baseline,56,no_fusion,21.0606,20.5533,0.609,1,r1_t1
baseline,56,no_fusion,29.1222,22.1683,0.547,1,r1_t2
baseline,56,no_fusion,31.0613,30.585,0.606,1,r1_t3
baseline,56,no_fusion,21.1252,20.5984,0.666,1,r2_t1
baseline,56,no_fusion,21.3735,30.3026,0.547,1,r2_t2
baseline,56,no_fusion,31.4197,30.3727,0.663,1,r2_t3
baseline,56,no_fusion,21.2652,20.3781,0.434,1,r3_t1
baseline,56,no_fusion,21.5967,30.318,0.606,1,r3_t2
baseline,56,no_fusion,29.5781,22.1046,0.663,1,r3_t3
baseline,57,no_fusion,21.8222,30.7269,0.609,1,r0_t1
baseline,57,no_fusion,29.6154,22.5027,0.667,1,r0_t2
baseline,57,no_fusion,31.5468,30.6845,0.434,1,r0_t3
baseline,57,no_fusion,21.5266,20.8517,0.609,1,r1_t1
baseline,57,no_fusion,29.537,22.6607,0.549,1,r1_t2
baseline,57,no_fusion,31.3545,30.817,0.606,1,r1_t3
baseline,57,no_fusion,21.4734,20.9535,0.667,1,r2_t1
baseline,57,no_fusion,21.5273,30.3768,0.549,1,r2_t2
baseline,57,no_fusion,31.6144,30.5643,0.664,1,r2_t3
baseline,57,no_fusion,21.5566,20.721,0.434,1,r3_t1
baseline,57,no_fusion,21.8107,30.6846,0.606,1,r3_t2
baseline,57,no_fusion,29.7223,22.4614,0.664,1,r3_t3
baseline,58,no_fusion,22.028,30.9654,0.609,1,r0_t1
baseline,58,no_fusion,29.8255,22.8482,0.668,1,r0_t2
baseline,58,no_fusion,31.9211,30.9305,0.434,1,r0_t3
baseline,58,no_fusion,21.9005,21.205,0.609,1,r1_t1
baseline,58,no_fusion,29.9483,23.0616,0.551,1,r1_t2
baseline,58,no_fusion,31.7079,31.0421,0.606,1,r1_t3
baseline,58,no_fusion,21.7525,21.1268,0.668,1,r2_t1
baseline,58,no_fusion,21.8628,30.7172,0.551,1,r2_t2
baseline,58,no_fusion,31.7952,30.8187,0.665,1,r2_t3
baseline,58,no_fusion,21.7658,20.8676,0.434,1,r3_t1
baseline,58,no_fusion,22.2295,30.9834,0.606,1,r3_t2
baseline,58,no_fusion,29.8913,22.8067,0.665,1,r3_t3
baseline,59,no_fusion,22.4427,31.0535,0.609,1,r0_t1
baseline,59,no_fusion,30.0663,23.2157,0.669,1,r0_t2
baseline,59,no_fusion,32.3049,30.9538,0.434,1,r0_t3
baseline,59,no_fusion,22.1555,21.5258,0.609,1,r1_t1
baseline,59,no_fusion,30.1506,23.2833,0.553,1,r1_t2
baseline,59,no_fusion,32.0164,31.3774,0.606,1,r1_t3
baseline,59,no_fusion,22.0786,21.332,0.669,1,r2_t1
baseline,59,no_fusion,21.9491,30.8076,0.553,1,r2_t2
baseline,59,no_fusion,32.118,31.0354,0.666,1,r2_t3
baseline,59,no_fusion,22.1057,21.1406,0.434,1,r3_t1
baseline,59,no_fusion,22.6231,31.3252,0.606,1,r3_t2
baseline,59,no_fusion,30.2964,23.1634,0.666,1,r3_t3
baseline,60,no_fusion,22.6053,31.4087,0.609,1,r0_t1
baseline,60,no_fusion,30.2285,23.5912,0.67,1,r0_t2
baseline,60,no_fusion,32.6566,31.1589,0.434,1,r0_t3
baseline,60,no_fusion,22.5072,21.7921,0.609,1,r1_t1
baseline,60,no_fusion,30.3407,23.5632,0.555,1,r1_t2
baseline,60,no_fusion,32.3609,31.5942,0.606,1,r1_t3
baseline,60,no_fusion,22.3908,21.615,0.67,1,r2_t1
baseline,60,no_fusion,22.1929,31.0815,0.555,1,r2_t2
baseline,60,no_fusion,32.5556,31.4211,0.667,1,r2_t3
baseline,60,no_fusion,22.3237,21.4346,0.434,1,r3_t1
baseline,60,no_fusion,22.8948,31.4781,0.606,1,r3_t2
baseline,60,no_fusion,30.3688,23.497,0.667,1,r3_t3
baseline,61,no_fusion,22.8679,31.73,0.61,1,r0_t1
baseline,61,no_fusion,30.557,23.9041,0.671,1,r0_t2
baseline,61,no_fusion,32.9802,31.4591,0.434,1,r0_t3
baseline,61,no_fusion,22.7427,22.1411,0.61,1,r1_t1
baseline,61,no_fusion,30.7998,23.9024,0.557,1,r1_t2
baseline,61,no_fusion,32.7298,31.7997,0.606,1,r1_t3
baseline,61,no_fusion,22.5827,21.8279,0.671,1,r2_t1
baseline,61,no_fusion,22.4643,31.3562,0.557,1,r2_t2
baseline,61,no_fusion,32.923,31.6223,0.668,1,r2_t3
baseline,61,no_fusion,22.4996,21.8495,0.434,1,r3_t1
baseline,61,no_fusion,22.9804,31.7225,0.606,1,r3_t2
baseline,61,no_fusion,30.5544,23.773,0.668,1,r3_t3
baseline,62,no_fusion,23.0674,31.9954,0.61,1,r0_t1
baseline,62,no_fusion,30.9245,24.2646,0.672,1,r0_t2
baseline,62,no_fusion,33.2223,31.8359,0.434,1,r0_t3
baseline,62,no_fusion,22.9287,22.3846,0.61,1,r1_t1
baseline,62,no_fusion,31.1189,24.2772,0.559,1,r1_t2
baseline,62,no_fusion,32.9777,32.0301,0.606,1,r1_t3
baseline,62,no_fusion,22.8096,22.1201,0.672,1,r2_t1
baseline,62,no_fusion,22.8633,31.6243,0.559,1,r2_t2
baseline,62,no_fusion,33.2654,31.7605,0.668,1,r2_t3
baseline,62,no_fusion,22.891,22.1079,0.434,1,r3_t1
baseline,62,no_fusion,23.3323,31.8597,0.606,1,r3_t2
baseline,62,no_fusion,30.7631,24.1222,0.668,1,r3_t3
baseline,63,no_fusion,23.542,32.2367,0.61,1,r0_t1
baseline,63,no_fusion,31.1073,24.5792,0.673,1,r0_t2
baseline,63,no_fusion,33.4772,32.1457,0.434,1,r0_t3
baseline,63,no_fusion,23.2705,22.5262,0.61,1,r1_t1
baseline,63,no_fusion,31.3032,24.4647,0.561,1,r1_t2
baseline,63,no_fusion,33.2738,32.2918,0.606,1,r1_t3
baseline,63,no_fusion,23.0786,22.4443,0.673,1,r2_t1
baseline,63,no_fusion,23.1946,32.0224,0.561,1,r2_t2
baseline,63,no_fusion,33.4768,32.0669,0.669,1,r2_t3
baseline,63,no_fusion,23.2025,22.3948,0.434,1,r3_t1
baseline,63,no_fusion,23.4812,32.1983,0.606,1,r3_t2
baseline,63,no_fusion,30.9119,24.3776,0.669,1,r3_t3
baseline,64,no_fusion,23.872,32.4767,0.61,1,r0_t1
baseline,64,no_fusion,31.3673,24.7791,0.674,1,r0_t2
baseline,64,no_fusion,33.7376,32.4501,0.434,1,r0_t3
baseline,64,no_fusion,23.5192,22.8433,0.61,1,r1_t1
baseline,64,no_fusion,31.5308,24.7557,0.563,1,r1_t2
baseline,64,no_fusion,33.4608,32.4112,0.606,1,r1_t3
baseline,64,no_fusion,23.367,22.5861,0.674,1,r2_t1
baseline,64,no_fusion,23.5808,32.2678,0.563,1,r2_t2
baseline,64,no_fusion,33.6117,32.3805,0.67,1,r2_t3
baseline,64,no_fusion,23.4786,22.8328,0.434,1,r3_t1
baseline,64,no_fusion,23.7332,32.5289,0.606,1,r3_t2
baseline,64,no_fusion,31.2742,24.7677,0.67,1,r3_t3
baseline,65,no_fusion,24.2009,32.5139,0.61,1,r0_t1
baseline,65,no_fusion,31.6318,25.1722,0.675,1,r0_t2
baseline,65,no_fusion,34.0604,32.7474,0.434,1,r0_t3
baseline,65,no_fusion,23.7061,23.0651,0.61,1,r1_t1
baseline,65,no_fusion,32.0028,25.1554,0.565,1,r1_t2
baseline,65,no_fusion,33.8301,32.7346,0.606,1,r1_t3
baseline,65,no_fusion,23.7271,22.8756,0.675,1,r2_t1
baseline,65,no_fusion,23.8523,32.5509,0.565,1,r2_t2
baseline,65,no_fusion,33.8752,32.7381,0.671,1,r2_t3
baseline,65,no_fusion,23.6829,23.1337,0.434,1,r3_t1
baseline,65,no_fusion,24.0845,32.6197,0.606,1,r3_t2
baseline,65,no_fusion,31.5252,25.1251,0.671,1,r3_t3
baseline,66,no_fusion,24.4874,32.9225,0.61,1,r0_t1
baseline,66,no_fusion,31.9659,25.4643,0.676,1,r0_t2
baseline,66,no_fusion,34.0239,33.055,0.434,1,r0_t3
baseline,66,no_fusion,23.9591,23.3729,0.61,1,r1_t1
baseline,66,no_fusion,32.2842,25.3341,0.567,1,r1_t2
baseline,66,no_fusion,34.1614,32.9955,0.607,1,r1_t3
baseline,66,no_fusion,23.9594,23.1148,0.676,1,r2_t1
baseline,66,no_fusion,24.0348,32.7766,0.567,1,r2_t2
baseline,66,no_fusion,34.1456,33.0085,0.672,1,r2_t3
baseline,66,no_fusion,24.1309,23.3246,0.434,1,r3_t1
baseline,66,no_fusion,24.3036,32.9363,0.607,1,r3_t2
baseline,66,no_fusion,31.7642,25.464,0.672,1,r3_t3
baseline,67,no_fusion,24.742,33.1594,0.61,1,r0_t1
baseline,67,no_fusion,32.2841,25.649,0.677,1,r0_t2
baseline,67,no_fusion,34.1154,33.556,0.434,1,r0_t3
baseline,67,no_fusion,24.4955,23.5652,0.61,1,r1_t1
baseline,67,no_fusion,32.5828,25.7578,0.569,1,r1_t2
baseline,67,no_fusion,34.4177,33.3541,0.607,1,r1_t3
baseline,67,no_fusion,24.2815,23.5043,0.677,1,r2_t1
baseline,67,no_fusion,24.4889,33.2047,0.569,1,r2_t2
baseline,67,no_fusion,34.4069,33.3746,0.673,1,r2_t3
baseline,67,no_fusion,24.4824,23.549,0.434,1,r3_t1
baseline,67,no_fusion,24.6669,33.1756,0.607,1,r3_t2
baseline,67,no_fusion,32.208,25.7906,0.673,1,r3_t3
baseline,68,no_fusion,24.8533,33.4917,0.611,1,r0_t1
baseline,68,no_fusion,32.5206,26.0339,0.678,1,r0_t2
baseline,68,no_fusion,34.1843,33.9384,0.434,1,r0_t3
baseline,68,no_fusion,24.7355,23.9462,0.611,1,r1_t1
baseline,68,no_fusion,32.7847,26.1277,0.571,1,r1_t2
baseline,68,no_fusion,34.7072,33.6331,0.607,1,r1_t3
baseline,68,no_fusion,24.6857,23.7688,0.678,1,r2_t1
baseline,68,no_fusion,24.7406,33.5263,0.571,1,r2_t2
